framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency,ops,mem_bytes,intensity_op,intensity_hw,rel_ratio,sol_math,sol_mem,mfu,mbu
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,4,1024,1,32,63,0.0482933322588602,570425344,83230720,6.853543307086614,312.5,0.021931338582677165,0.0002281701376,0.01040384,0.004724671645704019,0.21543015388198328
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,2,1024,1,64,63,0.0353066672881444,285212672,41615360,6.853543307086614,625.0,0.010965669291338583,5.70425344e-05,0.00520192,0.0016156306664252696,0.1473353448385866
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,2,1024,1,64,63,0.0481439977884292,285212672,78774272,3.6206322795341097,312.5,0.01158602329450915,0.0001140850688,0.009846783999999999,0.0023696633856903947,0.20452775947839025
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,1,1024,1,128,63,0.0356586674849192,142606336,39387136,3.6206322795341097,625.0,0.005793011647254575,2.85212672e-05,0.0049233919999999995,0.0007998410824538591,0.13806999384040936
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,1,1024,1,128,63,0.0476959993441899,142606336,76546048,1.8630136986301369,312.5,0.005961643835616438,5.70425344e-05,0.009568256,0.0011959605665951656,0.2006091943047957
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,128,1024,1,1,127,0.1396373311678568,36507222016,360120320,101.37506824385805,625.0,0.1622001091901729,0.0073014444032,0.04501504,0.05228862756208796,0.3223710996444627
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,128,1024,1,1,127,0.0880426665147145,36507222016,435027968,83.91925278698403,312.5,0.2685416089183489,0.0146028888064,0.054378496,0.16586150084356466,0.6176379947660009
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,64,1024,1,2,127,0.0829333315292994,18253611008,217513984,83.91925278698403,625.0,0.13427080445917444,0.0036507222016,0.027189248,0.04401996319550049,0.327844637356626
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,64,1024,1,2,127,0.0690240015586217,18253611008,292421632,62.422232182877636,312.5,0.19975114298520844,0.0073014444032,0.036552704,0.10578123896510004,0.5295651248059848
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,32,1024,1,4,127,0.0849493344624837,9126805504,146210816,62.422232182877636,625.0,0.09987557149260422,0.0018253611008,0.018276352,0.021487644515992492,0.21514414580930485
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,32,1024,1,4,127,0.0921333332856496,9126805504,221118464,41.2756372258447,312.5,0.13208203912270303,0.0036507222016,0.027639808000000002,0.03962433650675944,0.2999979162189402
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,16,1024,1,8,127,0.0494613349437713,4563402752,110559232,41.2756372258447,625.0,0.06604101956135151,0.0009126805504,0.013819904000000001,0.018452404316170495,0.279408228987567
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,16,1024,1,8,127,0.0604853332042694,4563402752,185466880,24.60494699646643,312.5,0.07873583038869258,0.0018253611008,0.02318336,0.030178573946768893,0.38328895240943445
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,8,1024,1,16,127,0.0376266663273175,2281701376,92733440,24.60494699646643,625.0,0.03936791519434629,0.0004563402752,0.01159168,0.012128108061188785,0.30807087450062703
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,8,1024,1,16,127,0.0559359987576802,2281701376,167641088,13.610633307271305,312.5,0.04355402658326818,0.0009126805504,0.020955136,0.016316514778860293,0.37462701060866976
