model_key,system,mode,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
llama31_70b,rtx_pro_6000_server,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,20,0.923,1,1,1,20,20,1,1399.21,19.497,21344.641,0.923,0.058,944.906,59.057,51.289,1.286,1.003,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.017,sglang,0.5.10,rtx_pro_6000_server,0.0,59.057
llama31_70b,rtx_pro_6000_server,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,18,0.855,1,1,1,18,18,1,1399.21,18.935,20769.715,0.855,0.053,875.192,54.7,52.813,1.286,0.929,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.626,sglang,0.5.10,rtx_pro_6000_server,0.0,54.7
llama31_70b,rtx_pro_6000_server,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,21,1.157,1,1,1,7,7,3,1399.21,15.84,17603.53,1.157,0.036,1185.178,37.037,63.132,1.286,0.432,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.478,sglang,0.5.10,rtx_pro_6000_server,0.0,37.037
llama31_70b,rtx_pro_6000_server,EMPIRICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,12,0.72,1,1,1,4,4,3,1399.21,14.996,16740.118,0.72,0.023,737.649,23.052,66.685,1.286,0.261,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.892,sglang,0.5.10,rtx_pro_6000_server,0.0,23.052
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,0.948,1,1,1,72,72,1,1709.483,68.042,71316.449,0.948,0.118,970.445,121.306,14.697,1.053,1.034,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,65.662,sglang,0.5.10,rtx_pro_6000_server,0.0,121.306
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,64,0.903,1,1,1,64,64,1,1709.483,63.788,66964.607,0.903,0.113,924.18,115.523,15.677,1.053,0.981,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,62.537,sglang,0.5.10,rtx_pro_6000_server,0.0,115.523
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,0.845,1,1,1,56,56,1,1709.483,59.534,62612.765,0.845,0.106,865.772,108.221,16.797,1.053,0.919,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,59.412,sglang,0.5.10,rtx_pro_6000_server,0.0,108.221
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,0.744,1,1,1,44,44,1,1709.483,53.152,56083.979,0.744,0.093,762.143,95.268,18.814,1.053,0.809,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,54.725,sglang,0.5.10,rtx_pro_6000_server,0.0,95.268
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,180,2.843,1,1,3,36,36,5,1709.483,48.898,51732.137,2.843,0.089,2911.334,90.979,20.451,1.053,0.72,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,51.6,sglang,0.5.10,rtx_pro_6000_server,0.0,90.979
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,140,2.82,1,1,3,28,28,5,1709.483,44.644,47380.295,2.82,0.088,2887.475,90.234,22.4,1.053,0.613,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,48.475,sglang,0.5.10,rtx_pro_6000_server,0.0,90.234
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,40,1.127,1,1,1,40,40,1,1438.067,29.879,32004.284,1.127,0.07,1153.843,72.115,33.468,1.252,1.309,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.923,sglang,0.5.10,rtx_pro_6000_server,0.0,72.115
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,24,0.885,1,1,1,24,24,1,1438.067,24.389,26388.014,0.885,0.055,906.281,56.643,41.002,1.252,0.962,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.798,sglang,0.5.10,rtx_pro_6000_server,0.0,56.643
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,24,1.127,1,1,1,8,8,3,1438.067,18.948,20821.871,1.127,0.035,1153.843,36.058,52.777,1.252,0.413,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.673,sglang,0.5.10,rtx_pro_6000_server,0.0,36.058
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,15,0.751,1,1,1,5,5,3,1438.067,17.937,19787.618,0.751,0.023,768.737,24.023,55.751,1.252,0.272,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.087,sglang,0.5.10,rtx_pro_6000_server,0.0,24.023
llama31_70b,rtx_pro_6000_server,ANALYTICAL,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,3,0.16,1,1,1,1,1,3,1438.067,16.842,18667.433,0.16,0.005,163.922,5.123,59.377,1.252,0.058,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.306,sglang,0.5.10,rtx_pro_6000_server,0.0,5.123
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,192,2.158,1,1,1,192,192,1,693.551,80.007,82540.712,2.158,0.27,2210.12,276.265,12.499,2.595,2.346,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,79.94,sglang,0.5.10,a100_sxm,0.0,276.265
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,184,2.111,1,1,1,184,184,1,693.551,78.374,80870.153,2.111,0.264,2162.074,270.259,12.759,2.595,2.295,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,77.44,sglang,0.5.10,a100_sxm,0.0,270.259
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,160,1.961,1,1,1,160,160,1,693.551,73.409,75790.958,1.961,0.245,2007.572,250.947,13.622,2.595,2.131,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,69.94,sglang,0.5.10,a100_sxm,0.0,250.947
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,280,3.919,1,1,3,56,56,5,1223.071,64.285,66986.626,3.919,0.245,4013.261,250.829,15.556,1.472,0.852,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,a100_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,70.147,sglang,0.5.10,a100_sxm,0.0,250.829
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,120,1.822,1,1,1,120,120,1,693.551,59.234,61289.933,1.822,0.228,1865.318,233.165,16.882,2.595,1.98,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,57.44,sglang,0.5.10,a100_sxm,0.0,233.165
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,400,7.006,1,1,3,80,80,5,693.551,48.881,50698.814,7.006,0.219,7174.656,224.208,20.458,2.595,1.6,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,44.94,sglang,0.5.10,a100_sxm,0.0,224.208
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,320,6.606,1,1,3,64,64,5,693.551,43.57,45265.661,6.606,0.206,6764.134,211.379,22.952,2.595,1.436,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,39.94,sglang,0.5.10,a100_sxm,0.0,211.379
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,128,2.809,1,1,1,128,128,1,456.709,40.983,42382.318,2.809,0.176,2876.17,179.761,24.4,3.941,3.053,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.312,sglang,0.5.10,a100_sxm,0.0,179.761
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,120,2.753,1,1,1,120,120,1,456.709,39.211,40569.562,2.753,0.172,2818.703,176.169,25.503,3.941,2.992,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,31.062,sglang,0.5.10,a100_sxm,0.0,176.169
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,100,2.575,1,1,1,100,100,1,456.709,34.92,36179.869,2.575,0.161,2636.882,164.805,28.637,3.941,2.799,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,27.937,sglang,0.5.10,a100_sxm,0.0,164.805
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,66,2.336,1,1,1,22,22,3,693.551,24.377,25631.222,2.336,0.146,2391.552,149.472,41.022,2.595,0.882,16,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,26.815,sglang,0.5.10,a100_sxm,0.0,149.472
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,66,3.547,1,1,1,22,22,3,456.709,14.975,15776.134,3.547,0.111,3632.026,113.501,66.777,3.941,1.436,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,15.749,sglang,0.5.10,a100_sxm,0.0,113.501
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,48,3.18,1,1,1,16,16,3,456.709,13.574,14342.911,3.18,0.099,3255.828,101.745,73.671,3.941,1.152,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,14.812,sglang,0.5.10,a100_sxm,0.0,101.745
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,39,2.724,1,1,1,13,13,3,456.709,12.879,13631.926,2.724,0.085,2789.499,87.172,77.647,3.941,0.987,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,14.343,sglang,0.5.10,a100_sxm,0.0,87.172
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,27,2.029,1,1,1,9,9,3,456.709,11.971,12703.042,2.029,0.063,2077.286,64.915,83.537,3.941,0.735,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,13.718,sglang,0.5.10,a100_sxm,0.0,64.915
qwen3_32b,a100_sxm,SILICON,Qwen/Qwen3-32B,4096,1024,0,12,0.988,1,1,1,4,4,3,456.709,10.915,11622.754,0.988,0.031,1011.794,31.619,91.615,3.941,0.358,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.937,sglang,0.5.10,a100_sxm,0.0,31.619
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,84,2.435,1,1,1,84,84,1,665.422,29.476,30819.37,2.435,0.304,2492.928,311.616,33.926,2.705,2.786,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,46.19,sglang,0.5.10,a100_sxm,0.0,311.616
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,60,2.225,1,1,1,60,60,1,665.422,24.258,25481.356,2.225,0.278,2277.949,284.744,41.224,2.705,2.418,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.69,sglang,0.5.10,a100_sxm,0.0,284.744
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,60,4.117,1,1,1,60,60,1,393.489,12.955,13646.454,4.117,0.257,4215.398,263.462,77.191,4.574,4.527,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.687,sglang,0.5.10,a100_sxm,0.0,263.462
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,48,3.738,1,1,1,48,48,1,393.489,11.548,12207.093,3.738,0.234,3827.671,239.229,86.597,4.574,4.063,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,19.812,sglang,0.5.10,a100_sxm,0.0,239.229
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,40,3.39,1,1,1,40,40,1,393.489,10.61,11247.519,3.39,0.212,3471.565,216.973,94.254,4.574,3.685,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,18.562,sglang,0.5.10,a100_sxm,0.0,216.973
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,32,2.975,1,1,1,32,32,1,393.489,9.672,10287.945,2.975,0.186,3046.687,190.418,103.396,4.574,3.234,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,17.312,sglang,0.5.10,a100_sxm,0.0,190.418
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,52,4.117,1,1,1,26,26,2,393.489,8.968,9567.753,4.117,0.172,4215.398,175.642,111.507,4.574,2.834,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,16.374,sglang,0.5.10,a100_sxm,0.0,131.73149999999998
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,32,3.691,1,1,1,16,16,2,393.489,7.795,8367.774,3.691,0.154,3779.625,157.484,128.28,4.574,2.006,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,14.812,sglang,0.5.10,a100_sxm,0.0,118.113
qwen3_32b,a100_sxm,EMPIRICAL,Qwen/Qwen3-32B,4096,1024,0,27,3.48,1,1,1,9,9,3,393.489,6.975,7528.914,3.48,0.109,3563.889,111.372,143.377,4.574,1.261,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,13.718,sglang,0.5.10,a100_sxm,0.0,111.372
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,184,2.373,1,1,1,184,184,1,682.623,69.502,71783.169,2.373,0.297,2430.259,303.782,14.388,2.637,2.588,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,77.44,sglang,0.5.10,a100_sxm,0.0,303.782
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,168,2.339,1,1,1,168,168,1,682.623,64.592,66760.239,2.339,0.292,2394.767,299.346,15.482,2.637,2.542,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,72.44,sglang,0.5.10,a100_sxm,0.0,299.346
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,152,2.291,1,1,1,152,152,1,682.623,59.683,61738.332,2.291,0.286,2345.779,293.222,16.755,2.637,2.49,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.44,sglang,0.5.10,a100_sxm,0.0,293.222
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,120,2.164,1,1,1,120,120,1,682.623,49.865,51694.518,2.164,0.27,2215.772,276.972,20.054,2.637,2.352,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,57.44,sglang,0.5.10,a100_sxm,0.0,276.972
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,104,2.08,1,1,1,104,104,1,682.623,44.955,46671.588,2.08,0.26,2130.043,266.255,22.244,2.637,2.261,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,52.44,sglang,0.5.10,a100_sxm,0.0,266.255
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,136,3.95,1,1,1,136,136,1,410.162,29.577,30667.433,3.95,0.247,4044.902,252.806,33.81,4.389,4.495,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,33.562,sglang,0.5.10,a100_sxm,0.0,252.806
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,104,3.835,1,1,1,104,104,1,410.162,24.393,25364.201,3.835,0.24,3926.589,245.412,40.995,4.389,4.168,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.562,sglang,0.5.10,a100_sxm,0.0,245.412
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,76,3.442,1,1,1,76,76,1,410.162,19.857,20723.873,3.442,0.215,3524.321,220.27,50.36,4.389,3.741,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.187,sglang,0.5.10,a100_sxm,0.0,220.27
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,68,3.295,1,1,1,68,68,1,410.162,18.561,19398.065,3.295,0.206,3373.588,210.849,53.877,4.389,3.581,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.937,sglang,0.5.10,a100_sxm,0.0,210.849
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,64,3.214,1,1,1,64,64,1,410.162,17.913,18735.161,3.214,0.201,3290.685,205.668,55.826,4.389,3.493,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.312,sglang,0.5.10,a100_sxm,0.0,205.668
qwen3_32b,a100_sxm,ANALYTICAL,Qwen/Qwen3-32B,4096,1024,0,56,3.03,1,1,1,56,56,1,410.162,16.617,17409.353,3.03,0.189,3103.212,193.951,60.18,4.389,3.294,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,12.803,sglang,0.5.10,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.062,sglang,0.5.10,a100_sxm,0.0,193.951
